,target,clean_text_hard,clean_text_light,tweet_len,urls,hashtags,emojis,mentions
2219,1,major shoe drop ukrainian politician treason investigation backchanneling pro russia plan trump ukdwephi,Major shoe drop: Ukrainian politician under treason investigation for backchanneling pro-Russia plan to Trump,109,['https://t.co/26UkDwePHi'],[],[],[]
2220,1,nancy pelosi son ukrainian television ekrkxx meg xusipynygq,Why is Nancy Pelosi s Son on Ukrainian Television???,52,"['https://t.co/EKrkxx1mEg', 'https://t.co/xuSIPyNYgQ']",[],[],[]
2221,1,major ukrainian offensive rebels looming zero hedge etmsz vmhx,Is A Major Ukrainian Offensive Against The Rebels Looming? | Zero Hedge,71,['https://t.co/etMsZ6vmhX'],[],[],[]
2222,1,officials investigating possible causes massive ukrainian fuel depot nocgh reuters ggs xg,Officials investigating 3 possible causes of massive fire at Ukrainian fuel depot: - @Reuters,93,"['http://t.co/0NOCgH4k9d', 'http://t.co/hE8ggs31xg']",[],[],['@Reuters']
2223,1,topvideo kharkiv factory provides repaired tanks ukrainian army xz ytadfok,Kharkiv factory provides repaired tanks to Ukrainian army,57,['http://t.co/XZ1ytaDfoK'],['#TopVideo'],[],[]
2224,1,far right mp buying votes desperate impoverished ukrainians giving food free impfhbnqq,Far right MP is buying votes from desperate and impoverished Ukrainians by giving them food for free: via,105,['http://t.co/imPfHBNQq5'],[],[],[]
2225,1,police man shot death ukrainian village wkjet tr orrkmsitm,Police: Man Shot To Death In Ukrainian Village,46,"['https://t.co/wKjET0h8tr', 'https://t.co/7OrrKmsiTm']",[],[],[]
2226,1,breaking charged beating man east ukrainian village itsy mzhcc,2 charged in beating of man in East Ukrainian Village,53,['https://t.co/iTsy6mZHCC'],['#Breaking'],[],[]
2227,1,police release photos suspect ukrainian village attack mtviwddwkc rsmijr paa,Police release photos of suspect in Ukrainian Village attack,60,"['https://t.co/mTvIwddwkc', 'https://t.co/RSmiJr0pAA']",[],[],[]
2228,1,ukrainian oligarch legal team fires chicago prosecutors innuendo tb wh ozw skg,Ukrainian oligarch's legal team fires back at Chicago prosecutors' 'innuendo',77,"['https://t.co/Tb7c25J5wh', 'https://t.co/OZw3f4skG3']",[],[],[]
2229,1,men rob ukrainian village woman apartment showing gvifqesdbx zfpq edekp,Men Rob Ukrainian Village Woman During Apartment Showing,56,"['https://t.co/gvIFqESDbx', 'https://t.co/ZfPQ5eDEKP']",[],[],[]
2230,1,christopherjm geoffpyatt responsible opinion pro russian separatists ukrainian military maybe,'@ChristopherJM @GeoffPyatt so who's responsible in your opinion? Pro-russian separatists or Ukrainian military? Or maybe both?',128,[],[],[],"['@ChristopherJM', '@GeoffPyatt']"
2231,1,sophisticated attackers hacked ukrainian electric grid politics,US: Sophisticated attackers hacked Ukrainian electric grid,58,[],['#politics'],[],[]
2232,1,georgian ukrainian officials push nato membership politics,"Georgian, Ukrainian officials push for NATO membership",54,[],['#politics'],[],[]
2233,1,ukrainian man poses pennsylvania high school student police news,"Ukrainian man poses as Pennsylvania high school student, police say",67,[],['#news'],[],[]
2234,1,man posts vk joined ukrainian army reaction friends ghoul laughter smilies brother klk kypt,"Man posts on his VK he's joined Ukrainian army. Reaction from friends 1 'You're a ghoul', 2 Laughter smilies 3 'Once you were my brother.'",138,['https://t.co/klk3l7kYpt'],[],[],[]
2235,1,ukrainian leader poroshenko went switzerland middle civil war leader,Ukrainian leader Poroshenko went to Switzerland in the middle of the civil war.I wouldn t call him a leader,107,[],['#SomeoneWhoKillsChildren'],[],[]
2236,1,church burning happens days bishop unrecognized ukrainian patriarchate preaches god deaf prayers russian,"Church burning happens only days after the ""bishop"" of unrecognized Ukrainian Patriarchate preaches: ""GOD IS DEAF TO PRAYERS IN RUSSIAN""",136,[],[],[],[]
2237,1,foke ukrainian prisoner left blind armless tripwire blast handed russian led sep ubdcage sg foke,Foke Ukrainian prisoner left blind and armless in tripwire mine blast is handed over by Russian-led sep.,104,['https://t.co/uBdCAGe6Sg'],['#Foke'],[],[]
2238,1,rt americanvoterus arrestsoros realdonaldtrump leaked soros puppet master ukrainian regime trails efqernx,"RT AmericanVoterUS:  .realDonaldTrump Leaked: Soros Puppet Master Behind Ukrainian Regime, Trails Of",100,['https://t.co/628EFqerNX'],['#ArrestSoros'],[],[]
2239,1,rt edgecrusher hannity exposes real illegal dnc collusion ukrainian agent chalupa sets dimms qfmzduu,"RT edgecrusher23: Hannity Exposes Real illegal DNC Collusion with Ukrainian agent Chalupa, Sets Dimms on FIRE",109,['https://t.co/qFmZDuu75w'],[],"['🔥', '🔥', '🔥']",[]
2240,1,rt hour good thing manafort ukrainian ties opens door shady place dems expos,RT __0HOUR1_: but the good thing about Manafort and his Ukrainian ties it opens the door to a very shady place. So many Dems will be expos,138,[],[],[],[]
2241,1,ste nancy pelosi son ukrainian television hxvikp fo xainsv,Why is Nancy Pelosi s Son on Ukrainian Television???,52,"['https://t.co/9HXVikP6fO', 'https://t.co/a6d9xAiNsV']",['#ste'],[],[]
2242,1,whiz kid ukrainian officials prosecutors charging documents said student jkjs dh breaking,"Whiz kid was really Ukrainian, 23, officials say: Prosecutors in charging documents said the student.",101,['https://t.co/JKJS49Dh9B'],['#breaking'],[],[]
2243,1,crowdstrike firm hired dnc ties hillary clinton pinchuk ukrainian billionaire google ewrm vvu jnft,"What Is CrowdStrike? Firm Hired By DNC Has Ties To Hillary Clinton, Pinchuk - the Ukrainian Billionaire, And Google",115,"['https://t.co/u8eWRM573e', 'https://t.co/VVu6G8JNfT']",[],[],[]
2244,1,ukrainian mp calls russian ambassador murderer hero people obama aligned rwlhnseaxo,"Ukrainian MP calls Russian ambassador's murderer a ""hero"". These are the people Obama has aligned the U.S. with.",112,['https://t.co/rwLhnsEaXo'],[],[],[]
2245,1,dead pig symbolic levels ukrainian totem animal salo bacon national dish nickname poroshenko porky,"Dead pig is symbolic on many levels: almost a Ukrainian totem animal ( ""Salo"" bacon being national dish); nickname of Poroshenko is Porky",137,[],[],[],[]
2246,1,gonna tell someday met ukrainians russians loved black people hated jew elh boh,"Gonna have to tell y'all someday how I met Ukrainians and Russians who loved black people, but hated ""the Jew.""",111,['https://t.co/eLh0j20bOH'],[],[],[]
2247,1,nancy pelosi son ukrainian television aelam ce gofgarbcgi,Why is Nancy Pelosi s Son on Ukrainian Television???,52,"['https://t.co/H5aElam9Ce', 'https://t.co/gOFgarBcgi']",[],[],[]
2248,1,rt socalmike_sd victoria nunland john mccain meeting ukrainian neo nazis soros ngos discussed putini bcnsuuta,"RT socalmike_SD: Victoria Nunland, John McCain meeting with Ukrainian neo-Nazis, and Soros' NGOs discussed",106,['https://t.co/1bcnsUuta9'],['#PutinI'],[],[]
2249,1,rt deplorable julian assange asks fakenews said obama supported ukrainian neo nazis ov gqzvhstbrw,RT Deplorable80210: Julian Assange asks why  said nothing when Obama supported Ukrainian Neo-Nazis who Ov,105,['https://t.co/gqZVHStbrw'],['#FAKENEWS'],[],[]
2250,1,rt tgradous north korea rapid advancement missile technology linked ukrainian factory mditl eo,RT tgradous: North Korea's rapid advancement in missile technology linked to Ukrainian factory,94,['https://t.co/D4mditl7Eo'],[],[],[]
2251,1,deposed ukrainian leader says ready confront political rivals court akr zjyaf jcapdxrgu,Deposed Ukrainian leader says he is ready to confront political rivals in court,79,"['https://t.co/6AKr4ZjYaF', 'https://t.co/JcaPDxrgU9']",[],[],[]
2252,1,new emails shed light clinton family business dealings ukrainian oligarch victor pinchuk byzmyfufse,New emails shed light on the Clinton family's business dealings with Ukrainian oligarch Victor Pinchuk.,103,['https://t.co/byZMyfuFSE'],[],[],[]
2253,1,ally ukrainian president viktor yanukovych dead kiev fxhdvonr,Another ally of former Ukrainian President Viktor Yanukovych has been found dead in Kiev,88,['http://t.co/fxhdVONR2g'],[],[],[]
2254,1,sri zouwap dee djohn leslie caloyal life leslie anutka ukrainiannaxo wt ghvzx bibri iifh,sri @zouwap DEE @DJohn6on Leslie-CALoyal4Life @Leslie5612 anutka @ukrainiannaxo,79,"['http://t.co/G5wT6GHvZx', 'https://t.co/bIbri2iiFh']",[],[],"['@zouwap', '@DJohn6on', '@Leslie5612', '@ukrainiannaxo']"
2255,1,funny talks ukrainian refugees merkel refusal allow enter hgdwipyvte,Funny how no one talks about the Ukrainian refugees and Merkel's refusal to allow them to enter,95,['https://t.co/hgDwIpYVtE'],[],[],[]
2256,1,topvideo kharkiv factory provides repaired tanks ukrainian army xz ytadfok,Kharkiv factory provides repaired tanks to Ukrainian army,57,['http://t.co/XZ1ytaDfoK'],['#TopVideo'],[],[]
2257,1,ukrainian prime miniester yatsenyuk help greece emulating ukrainian success story pegpipiuuu youtube,Ukrainian Prime Miniester Yatsenyuk: We can help Greece emulating Ukrainian success story: via @YouTube,103,['http://t.co/PeGpipIUUu'],[],[],['@YouTube']
2258,1,far right mp buying votes desperate impoverished ukrainians giving food free impfhbnqq,Far right MP is buying votes from desperate and impoverished Ukrainians by giving them food for free: via,105,['http://t.co/imPfHBNQq5'],[],[],[]
2259,1,right sector vs ukrainian government battle fading force imploding object uiin agp fyatakrj,Right Sector Vs Ukrainian Government: Battle Between Fading Force and the Imploding Object,90,"['http://t.co/uIiN2aGp74', 'http://t.co/fyaTAKrj8X']",[],[],[]
2260,1,russian artillery shelling ukrainian positions svitlodarsk jan th osce report zonb bciss donbass jy sshrokj,Russian artillery still shelling Ukrainian positions @  Jan 12th  report,72,"['https://t.co/zonB6BCISS', 'https://t.co/jy5SsHRoKj']","['#svitlodarsk', '#OSCE', '#Donbass']",[],['@']
2261,1,fugitive ukrainian lawmaker claims damning evidence poroshenko uryvdmlz lga nvy,Fugitive Ukrainian lawmaker claims damning evidence against Poroshenko,70,"['https://t.co/UrYVdmLZ9b', 'https://t.co/c0Lga88NVy']",[],[],[]
2262,1,photos ukrainians homes apt bldgs avdiivka hit russian shelling week accidental civilian targets uobpaej,these photos: Ukrainians say 114 homes &amp; 8 apt bldgs in Avdiivka been hit by Russian shelling this week. 120 'accidental' civilian targets,142,['https://t.co/uoBpaej4go'],[],[],[]
2263,1,clinton connected lobbying firm registers foreign agent pro putin ukrainian group ikzuwm aze barracudamama,Clinton-Connected Lobbying Firm Registers As Foreign Agent Of Pro-Putin Ukrainian Group via @BarracudaMama,106,['https://t.co/IkZUwM5aZe'],[],[],['@BarracudaMama']
2264,1,clinton connected lobbying firm registers foreign agent pro putin ukrainian group sxqsveg barracudamama,Clinton-Connected Lobbying Firm Registers As Foreign Agent Of Pro-Putin Ukrainian Group via @BarracudaMama,106,['https://t.co/SxqSveG4w4'],[],[],['@BarracudaMama']
2265,1,donbas militants sentence year old ukrainian religious scholar insane charges letmypeoplego freekozlovskyy adyw sgq,Donbas militants sentence 63-year-old Ukrainian religious scholar on insane charges,83,['https://t.co/6ADYW7sgQ4'],"['#LetMyPeopleGo', '#FreeKozlovskyy']",[],[]
2266,1,ukrainian air force jet flies low human dives cover cnet ig niyp,"Ukrainian Air force jet flies too low, human dives for cover - CNET",67,['https://t.co/H2iG66niYP'],[],[],[]
2267,1,smash head pulp tear tongue ukrainian rapper faces death threats antiwar song irboru,""".Smash his head to a pulp, tear out his tongue."" Ukrainian rapper faces death threats over an antiwar song.",108,['https://t.co/a2IRBoRu0Q'],[],[],[]
2268,1,start ukrainian stuffed green peppers thekitchenista uql jvzmto,The start of Ukrainian stuffed green peppers @TheKitchenista,60,['https://t.co/UQL9JVZMto'],['#KitchenistaSundays'],[],['@TheKitchenista']
2269,1,ukrainian president going occupied territories erenzstjtm hxcgv,Ukrainian  is not going to give up  territories,47,"['https://t.co/EReNzStJTM', 'https://t.co/d65M0hxcGV']","['#President', '#occupied']",[],[]
2270,1,donbas militants sentence year old ukrainian religious scholar insane charges letmypeoplego freekozlovskyy adyw sgq,Donbas militants sentence 63-year-old Ukrainian religious scholar on insane charges,83,['https://t.co/6ADYW7sgQ4'],"['#LetMyPeopleGo', '#FreeKozlovskyy']",[],[]
2271,1,ukrainian nazi storm troopers azov march torchlights mariupol main street today zsakm vb tyuhizua,"Ukrainian Nazi storm troopers of ""Azov"" march with torchlights on Mariupol main street today",92,"['https://t.co/ZSAkM1x2VB', 'https://t.co/tYuhiZUA3M']",[],[],[]
2272,1,russia committed high seas piracy grabbing ukrainian black sea oil platforms exxon wants waiver join russian pirates rosneft,"Russia committed high seas piracy, grabbing two Ukrainian Black Sea oil platforms. Exxon wants waiver to join the Russian pirates, Rosneft.",139,[],[],[],[]
2273,1,thread alleged ukrainian neo nazi dropping dead video interesting important background azwbosqslx,A thread about the alleged Ukrainian neo Nazi dropping dead video. Very interesting &amp; important background.,111,['https://t.co/AzWBOSQSLx'],[],[],[]
2274,1,ukrainian police detain migrants way europe fqlwld keu hlr hk,Ukrainian police detain  on their way to Europe,47,"['https://t.co/m5FqLWLD4Q', 'https://t.co/keU4hlr9HK']",['#migrants'],[],[]
2275,1,impressive american high schooler turned year old ukrainian man fywa jyof ztal uqmhe,The impressive American high schooler who turned out to be a 23-year-old Ukrainian man,86,"['https://t.co/FyWa07jyof', 'https://t.co/ZtAl1uQmHe']",[],[],[]
2276,1,russia amasses decommissioned bv tanks ukrainian border wtknwta,Russia amasses decommissioned T-72B and T-80BV tanks at Ukrainian border:,73,['https://t.co/wTKNWta76H'],[],[],[]
2277,1,jan nancy pelosi son ukrainian television diylzocwor nbxltaqvje,Why is Nancy Pelosi s Son on Ukrainian Television???,52,"['https://t.co/DIyLZocWor', 'https://t.co/nbxlTaQVJe']",['#jan'],[],[]
2278,1,mcconnell related pac took million ukrainian businessman linked oil trumprussia dossier resist theresistance amjoy cxjiov dr,.McConnell related PAC took $2 Million from Ukrainian businessman linked to oil co in  dossier,94,['https://t.co/CxJiOv2dr1'],"['#TrumpRussia', '#resist', '#theresistance', '#amjoy']",[],[]
2279,1,tie cohen flynn dinner organized sater discuss ukrainian peace deal committee rkznkkwtpf,"So how does this tie into COHEN, FLYNN and the dinner that was organized by SATER to discuss UKRAINIAN ""peace"" deal? @20committee",129,['https://t.co/RkZNkkWtpf'],[],[],['@20committee']
2280,1,new post clinton connected lobbying firm registers foreign agent pro putin ukrainian group istcvareol,"New post: ""Clinton-Connected Lobbying Firm Registers As Foreign Agent Of Pro-Putin Ukrainian Group""",99,['https://t.co/iSTcVarEOL'],[],[],[]
2281,1,scoop trump privately expresses harsher stance russia sanctions thurs mtg ukrainian opposition leader kitvrabrg,SCOOP: Trump privately expresses harsher stance on Russia sanctions in Thurs mtg with Ukrainian opposition leader.,114,['https://t.co/KitvRABRg9'],[],[],[]
2282,1,rt russian hacker like ukrainian hacker,RT if you are a Russian hacker Like if you are a Ukrainian hacker,65,[],[],['❤'],[]
2283,1,types people world russian hackers ukrainian hackers zvdotpi,There are only two types of people in the world: Russian hackers and Ukrainian hackers,86,['https://t.co/502zvdOtpI'],[],[],[]
2284,1,genders russian hacker ukrainian hacker hknrtfuwtz,No There are only two genders: Russian hacker and Ukrainian hacker,66,['https://t.co/hkNRTfuwtz'],[],[],[]
2285,1,rt russian hacker like ukrainian hacker,RT if you are a Russian hacker Like if you are a Ukrainian hacker,65,[],[],['❤'],[]
2286,1,ukrainian authorities believe terrorist hero problem qu xklefl,"Well, if Ukrainian authorities believe that being a terrorist is the same as being a hero, they have a problem",110,['https://t.co/qu3XkLefl0'],[],[],[]
2287,1,cnnpolitics obama sponsor terrorism supports ukrainians kill ukrainians,'@CNNPolitics Obama is a sponsor of terrorism He supports Ukrainians who kill Ukrainians',89,[],[],[],['@CNNPolitics']
2288,1,mcfaul hooverinst ukrainians stop bombing ukrainians,'@McFaul @HooverInst when will the Ukrainians stop bombing the Ukrainians?',75,[],[],[],"['@McFaul', '@HooverInst']"
2289,1,mcfaul finance ukrainians kill ukrainians kill ukrainians,'@McFaul finance Ukrainians to kill Ukrainians who kill Ukrainians?',68,[],[],[],['@McFaul']
2290,1,ilnewsflash cameron_gray total shame ukrainian democracy,"'@ILNewsFlash @Cameron_Gray total shame of ""Ukrainian democracy""'",65,[],[],[],"['@ILNewsFlash', '@Cameron_Gray']"
2291,1,mcfaul guess ukrainians glad comparison,'@McFaul I guess Ukrainians won`t be glad of that comparison',61,[],[],[],['@McFaul']
2292,1,wsj let ukrainians solve conflict obama hillary putin eu,"'@WSJ let Ukrainians solve their conflict without Obama, Hillary, Putin and EU'",79,[],[],[],['@WSJ']
2293,1,cnnbrk let ukrainians solve conflict obama merkel eu putin,"'@cnnbrk let Ukrainians solve their conflict without Obama, Merkel, EU, Putin and others!'",90,[],[],[],['@cnnbrk']
2294,1,jobb nancy pelosi son ukrainian television efbopgu hh job xrz ughtzu,Why is Nancy Pelosi s Son on Ukrainian Television???,52,"['https://t.co/efbOpgU0hh', 'https://t.co/XRZ7ughTzu']","['#jobb', '#job']",[],[]
2295,1,ukrainian police detain migrants way europe fqlwld keu hlr hk,Ukrainian police detain  on their way to Europe,47,"['https://t.co/m5FqLWLD4Q', 'https://t.co/keU4hlr9HK']",['#migrants'],[],[]
2296,1,ukrainian prime minister faces russian arrest warrant khnvv zlcy,Former Ukrainian Prime Minister Faces Russian Arrest Warrant,60,['https://t.co/khnvV9ZLcy'],[],[],[]
2297,1,jud nancy pelosi son ukrainian television ybgh xi jud kouixapc,Why is Nancy Pelosi s Son on Ukrainian Television???,52,"['https://t.co/2Ybgh2XI90', 'https://t.co/1KoUiXapc6']","['#jud', '#jud']",[],[]
2298,1,rt rogerjstonejr ukrainians colluded hillary campaign provided missile tech north korean,RT RogerJStoneJr: Well well- the very Ukrainians who colluded with Hillary's campaign provided missile tech to North Korean's,125,[],[],[],[]
2299,1,exclusive trump election consultants secretly filmed offering ukrainian sex workers entrap politicians swdr jl na,EXCLUSIVE: Trump s election consultants secretly filmed offering to use Ukrainian sex workers to entrap politicians.,116,['https://t.co/Swdr4jL0NA'],['#CambridgeAnalyticaUncovered'],[],[]
2300,1,ukrainian prime minister step ozhnutt nx politics,Ukrainian Prime Minister to step down,37,['https://t.co/OZHNUTt5nX'],['#politics'],[],[]
2301,1,ukrainian police detain migrants way europe fqlwld keu hlr hk,Ukrainian police detain  on their way to Europe,47,"['https://t.co/m5FqLWLD4Q', 'https://t.co/keU4hlr9HK']",['#migrants'],[],[]
2302,1,buying car ukrainian style cover raises questions bxjaat supatyp iybfnibyej,"""Buying a Car Ukrainian Style"" - this cover raises so many questions! (via @supatyp)",84,"['https://t.co/BXjaAt00X2', 'https://t.co/IybFnIBYEj']",[],[],['@supatyp']
2303,1,welcome ukrainian fightclub hdjo hmnv coub,Welcome To Ukrainian Fightclub @coub,36,['https://t.co/HDJO8hmNv3'],[],[],['@coub']
2304,1,breaking ukrainian commandos planning attacks explosives weapons detained crimea fsb gnco,BREAKING: Ukrainian commandos planning attacks with explosives & weapons detained in Crimea FSB,95,['https://t.co/V7o0J2GNco'],[],[],[]
2305,1,state emblem ukrainian ssr mpfavd,State emblem of the Ukrainian SSR.,34,['https://t.co/m1W8MPFavd'],[],[],[]
2306,1,luxury cars arrive day ukrainian security service sbu kyiv ap rczde,Luxury cars arrive every day at the Ukrainian Security Service (SBU) in Kyiv.,77,['https://t.co/Ap0rczde1X'],[],[],[]
2307,1,ukrainian police detain migrants way europe fqlwld keu hlr hk,Ukrainian police detain  on their way to Europe,47,"['https://t.co/m5FqLWLD4Q', 'https://t.co/keU4hlr9HK']",['#migrants'],[],[]
2308,1,senjohnmccain consistent liked company ukrainian neo nazis end end cntk ofbg,"At least @SenJohnMcCain is consistent - he liked the company of Ukrainian neo-Nazis at the end of 2013, and here we have end of 2016.",133,['https://t.co/CnTk3ofbG3'],[],[],['@SenJohnMcCain']
2309,1,laww nancy pelosi son ukrainian television lmtl law daf vlqp,Why is Nancy Pelosi s Son on Ukrainian Television???,52,"['https://t.co/R2lMtl8d3v', 'https://t.co/dAF2j9vlQP']","['#laww', '#law']",[],[]
2310,1,rt vannsmole hey cnn ukrainian signed contract america xcoal energy supply tons coal benritskaj,RT vannsmole: Hey CNN Ukrainian has signed a contract with America's Xcoal Energy 2 supply 700K tons of coal,108,['https://t.co/BENRItSKaj'],['#top'],[],[]
2311,1,spectre nuclear disaster raised donetsk ukrainian army persistently aims nuclear depository overnight sbrrnfgzrz,Spectre of NUCLEAR DISASTER raised over Donetsk as Ukrainian army persistently aims at nuclear depository overnight.,116,['https://t.co/SbRrnfgzRz'],[],[],[]
2312,1,ukrainian mp disagrees judge opinion hurls yes bottles zf aeb ahaqcbymhq,"Ukrainian MP disagrees with the judge's opinion, hurls 1-2-3. yes - THREE! bottles at him",89,"['https://t.co/ZF373Aeb5S', 'https://t.co/aHaqCbyMhQ']",[],[],[]
2313,1,ukrainian interior minister posts photo new urban warfare tank crops huge nazi sign wall tjvdflggz,"Ukrainian Interior Minister posts a photo of new ""urban warfare"" tank. Crops out huge Nazi sign on the wall.",108,['https://t.co/7TjvDfLggz'],[],[],[]
2314,1,rr rt jackposobiec hey repadamschiff paid ukrainian arms dealer xfskaztnfd,"RR RT JackPosobiec: Hey now, isn't RepAdamSchiff paid by a Ukrainian arms dealer?",81,['https://t.co/XfsKazTNfD'],[],[],[]
2315,1,ukrainian patriot starter pack mkrdqhvqyy,Ukrainian patriot starter pack,30,['https://t.co/mkRDqHVqyy'],[],[],[]
2316,1,ukrainian nationalists hold torchlit march kiev mark anniversary nazi collaborator bandera kvljbcg gp usdmwm qa,Ukrainian nationalists hold torchlit march in Kiev to mark anniversary of Nazi collaborator Bandera,99,"['https://t.co/kVlJBCG7gP', 'https://t.co/3usdmwm3QA']",[],[],[]
2317,1,like good spiders jar fight ukrainian politicians zug ehxqz qam,"There ain't nothing like a good ""spiders-in-a-jar"" fight between Ukrainian politicians",86,"['https://t.co/zuG03ehxqz', 'https://t.co/a33QaM50ie']",[],[],[]
2318,1,adding english subtitles new reportage soon possible civilian area pervomaisk came ukrainian shelling,"I'll be adding English subtitles to my new reportage as soon as possible, as a civilian area in  came under Ukrainian shelling.",127,[],['#Pervomaisk'],[],[]
2319,1,borisjohnson latest countless instances ukrainian shelling hitting civilian areas donbass ov edj,This @BorisJohnson just the latest of countless instances of Ukrainian shelling hitting civilian areas of  -,108,['https://t.co/R5v1Ov5EDj'],['#Donbass'],[],['@BorisJohnson']
2320,1,new reportage today donbass english subs pervomaisk gets hit ukrainian shelling ouo,"My new reportage, today, from Donbass - full English subs, as  gets hit again by Ukrainian shelling -",101,['https://t.co/R5v1OuO3LL'],['#Pervomaisk'],[],[]
2321,1,lugansk museum history culture destroyed ukrainian shelling restored lugansk people republic bc qgaizm,"Lugansk's Museum of History and Culture - destroyed by Ukrainian shelling, restored by  People's Republic.",106,['https://t.co/Bc05QGaizM'],['#Lugansk'],[],[]
2322,1,mar rt americanvoterus arrestsoros realdonaldtrump leaked soros puppet master ukrainian regime trails corruption revealed,"RT AmericanVoterUS:  .realDonaldTrump Leaked: Soros Puppet Master Behind Ukrainian Regime, Trails Of Corruption Revealed",120,[],"['#mar', '#ArrestSoros']",[],[]
2323,1,rocket soviet multiple rocket launcher uragan hit ukrainian vehicle explode rdcltq,A rocket of Soviet multiple rocket launcher system Uragan hit Ukrainian vehicle but did not explode,99,['https://t.co/i6rDClTQ6Y'],[],[],[]
2324,1,drsp harsh ofc azov fascists lots ukrainians common normal people western world,"'@DrsP38 Don't be harsh. Ofc Azov & etc. are fascists, but lots of Ukrainians are just common normal people. Same with the Western world.'",138,[],[],[],['@DrsP38']
2325,1,masked ukrainian extremist plays piano ukrainian revolution bm xqwmoux,Masked Ukrainian extremist plays piano during the Ukrainian revolution,70,['https://t.co/bM2xQwmOUX'],[],[],[]
2326,1,donetsk gorlovka quaked night nd shells ukrainians cyrm kqhy,Again Donetsk and Gorlovka quaked in the night of 22nd May because of shells of Ukrainians,90,['http://t.co/cyrM24KQhy'],[],[],[]
2327,1,ukrainian challenged court mobilization join ato gcx rybwr,A Ukrainian challenged in court the mobilization and did not join the ATO,73,['http://t.co/9gcx9rYbWr'],[],[],[]
2328,1,militants attack ukrainian troops near mariupol overnight zb rwxehek,Militants attack Ukrainian troops near Mariupol overnight,57,['http://t.co/Zb6RWXeHEK'],[],[],[]
2329,1,militants attack ukrainian troops times overnight gn vp zfwq,Militants attack Ukrainian troops more than 60 times overnight,62,['http://t.co/GN2vp7ZFWQ'],[],[],[]
2330,1,london promises increase training program ukrainian troops jksvg uxb,London promises to increase training program for Ukrainian troops,65,['http://t.co/jKSVG8uxB8'],[],[],[]
2331,1,firefighter extinguishes house burned result ukrainian shelling near donetsk zf yo wr,"A firefighter extinguishes a house burned as a result of Ukrainian shelling near Donetsk, 2015",94,['http://t.co/Zf8yO1S0Wr'],[],[],[]
2332,1,ukrainian patriots union offers zero ukrainian legislation xj pnbjgr,"Ukrainian Patriots Union offers to ""zero out"" the Ukrainian legislation",71,['http://t.co/XJ57pnbJgr'],[],[],[]
2333,1,ukrainian soldiers killed troubled east ix vqhxys,Two  soldiers killed in troubled east,37,['http://t.co/Ix0vQhxyS5'],['#Ukrainian'],[],[]
2334,1,afp reports agency record screaming violation ceasefire ukrainian armed forces xctvvbrs,The AFP reports agency record of screaming violation of the ceasefire by the  Armed Forces.17.09.2015.,102,['http://t.co/a7XcTVvBrS'],['#Ukrainian'],[],[]
2335,1,today lugansk service remember classmate alexander chudinov killed ukrainian shelling donbass rwk zwkrvp,"Today in  , a service to remember a classmate,Alexander Chudinov, killed by Ukrainian shelling,2014",99,['https://t.co/rWk5zWkrVP'],"['#Lugansk', '#Donbass']",[],[]
2336,1,nancy pelosi son ukrainian television emk utsjo mayy njtf cbkx,Why is Nancy Pelosi s Son on Ukrainian Television???,52,"['https://t.co/9EmK6UtSJo', 'https://t.co/njTF21CbKX']","['#may', '#mayy']",[],[]
2337,1,topl rt jimkuther begins hillary dark ukrainian secret leaked worse th gyqrlba fd youtube,RT JimKuther: IT BEGINS! HILLARY'S DARK UKRAINIAN SECRET JUST LEAKED AND IT'S WORSE TH. via YouTube,99,['https://t.co/gYQRlbA9fD'],"['#topl', '#may']",[],[]
2338,1,topl rt tassotass aww jimmy fallon cried saw american nazis marching torches ignored obama backed ukrainian nazis,RT TassoTass: Aww Jimmy Fallon cried when he saw American Nazis marching with torches but ignored the Obama backed Ukrainian Nazis ma,133,[],['#topl'],[],[]
2339,1,caricature mocking ukrainian regime infighting yatsenyuk saakashvili carpetbagger cow aylrc qa,"A caricature mocking Ukrainian regime infighting. Yatsenyuk to Saakashvili: ""Carpetbagger! This is our cow!""",108,['https://t.co/38aYlrc3Qa'],[],[],[]
2340,1,scandalous poll ukrainians want putin president qdnks hm ioxmgx,Scandalous Poll: 84% of  want  as their president,49,"['https://t.co/qdNKS6hm1d', 'https://t.co/0IoXMGX49y']","['#Ukrainians', '#Putin']",[],[]
2341,1,locals village donetsk believe ukrainian forces aiming school missed hit homes cemetery dbi vmkm,"Locals in the village of Staromikhaylovke, by Donetsk, believe Ukrainian forces were aiming for a school. They missed, hit homes, cemetery.",139,['https://t.co/dBi8VmKM5b'],[],[],[]
2342,1,eyewitness reports ukrainian soldier shoots live rounds border killing civilian injured mayorsky omnszbilhz,"Eyewitness reports Ukrainian soldier shoots live rounds by border, killing one civilian, another injured",104,['https://t.co/omNsZbilhZ'],['#Mayorsky'],[],[]
2343,1,new ukrainian hitler youth civil corps azov wearing ss wolfsangel insignia jk fwwtkn,The new Ukrainian Hitler Youth: Civil Corps of Azov wearing their SS Wolfsangel insignia,88,['https://t.co/5JK6fWWTkn'],[],[],[]
2344,1,donald trump campaign chairman paul manafort tried hide payment claims ukrainian lawmaker gzaawjw xolnrlbwbr,"Donald Trump's former campaign chairman Paul Manafort 'tried to hide' 600,000 payment, claims Ukrainian lawmaker",112,"['https://t.co/gZaAwJW6x9', 'https://t.co/XOlnRlBwBR']",[],[],[]
